OT hour,Downtime,Absent percentage,Precipitation (%),UV Index,Season
22,54,9,5,9,Summer
4,52,10,55,9,Autumn
42,35,8.5,1,11,Autumn
-6,86,5,64,0,Winter
4,66,12,81,1,Winter
28,67,9,54,5,Summer
14,60,11,91,0,Winter
36,71,9,95,13,Spring
32,27,4.5,17,5,Winter
24,57,3,0,7,Spring
-5,74,9.5,64,0,Winter
40,68,6.5,18,8,Summer
-6,86,9,84,0,Winter
4,87,22.5,104,8,Winter
38,36,6.5,13,9,Autumn
36,21,5,19,9,Winter
16,81,18,66,1,Summer
27,51,11,12,4,Autumn
27,98,14.5,84,1,Spring
-1,63,12,90,1,Winter
14,53,12.5,45,2,Winter
18,50,3.5,19,3,Summer
15,64,8,10,4,Autumn
23,38,4.5,6,9,Autumn
13,80,16.5,93,14,Summer
12,90,19,76,3,Winter
21,83,15.5,82,0,Summer
-20,64,15,25,3,Spring
20,47,4,5,10,Winter
29,97,7,91,3,Autumn
42,38,0.5,18,10,Summer
31,24,1,10,11,Spring
-4,71,1,89,1,Winter
-7,95,9.5,90,1,Winter
40,98,25,96,7,Autumn
35,27,8,11,10,Winter
31,22,8,11,11,Winter
-10,81,2,98,1,Winter
32,65,5,43,2,Autumn
20,87,12.5,90,2,Autumn
23,36,7.5,11,5,Autumn
3,65,0.5,82,13,Winter
26,56,7.5,5,6,Autumn
2,99,1,74,0,Winter
24,51,3.5,6,5,Autumn
14,71,10,45,4,Spring
25,58,6.5,15,1,Autumn
-18,44,0,10,6,Autumn
5,78,7.5,18,3,Autumn
28,59,9.5,0,11,Summer
18,63,14,93,0,Autumn
2,64,7.5,87,0,Winter
10,95,8,95,0,Winter
17,65,11,37,4,Summer
41,31,4,7,6,Autumn
3,77,10,64,0,Winter
1,96,17.5,70,7,Winter
17,59,14.5,39,3,Summer
22,69,15.5,56,0,Spring
21,42,0.5,10,5,Summer
26,88,16.5,97,1,Spring
26,37,0.5,13,6,Winter
-5,68,9.5,83,0,Winter
43,63,6.5,92,8,Winter
16,71,9,68,1,Winter
15,85,7,64,2,Winter
6,45,14.5,64,4,Summer
-8,67,6,87,4,Spring
15,56,5,41,3,Spring
6,63,13,19,11,Summer
32,67,5.5,29,4,Autumn
14,57,4,14,1,Summer
36,57,5.5,18,11,Summer
34,66,12,61,3,Spring
36,43,3.5,19,7,Winter
0,63,8.5,69,0,Winter
15,101,28.5,93,0,Winter
27,68,14,97,0,Spring
18,52,10,17,5,Winter
25,51,10,31,3,Spring
42,44,5.5,3,11,Autumn
33,21,9.5,13,10,Spring
23,77,14,21,2,Summer
24,61,10,12,7,Spring
31,51,3,14,10,Summer
16,63,10.5,29,2,Spring
28,30,2,18,10,Autumn
26,74,1.5,42,2,Spring
25,76,8,25,1,Spring
36,51,8.5,18,9,Summer
16,66,0.5,37,2,Spring
29,39,12,53,13,Winter
40,45,3,16,5,Summer
-4,89,1,89,1,Winter
-1,85,11,86,0,Winter
34,70,10.5,33,2,Winter
34,76,2,61,6,Winter
-5,85,10.5,52,0,Winter
27,64,11,14,3,Spring
-7,69,17.5,53,0,Winter
-6,75,1,87,0,Winter
20,62,1.5,25,3,Summer
37,69,10,6,6,Spring
34,62,15,93,0,Winter
14,60,14.5,24,3,Winter
32,88,15,85,0,Summer
13,63,2.5,43,3,Winter
-3,71,18.5,94,1,Winter
14,79,12.5,25,2,Spring
-4,90,10.5,80,1,Winter
-1,74,15.5,90,0,Winter
32,49,9,16,9,Summer
-10,80,3,73,0,Winter
36,29,4,12,7,Winter
25,74,16,65,1,Spring
24,59,10,47,1,Winter
16,103,17.5,72,1,Autumn
0,87,19,79,0,Winter
18,61,19,81,3,Autumn
25,71,17.5,80,2,Winter
26,83,7.5,87,1,Summer
-13,44,7,94,11,Spring
29,23,8.5,5,6,Summer
20,52,13.5,49,4,Spring
42,45,5,11,11,Spring
-14,25,5,77,8,Autumn
26,26,3,8,7,Winter
28,34,5,6,10,Autumn
0,90,14.5,90,0,Winter
-4,102,36,79,12,Winter
26,95,5,96,3,Spring
30,66,11,75,3,Autumn
-1,92,9.5,76,0,Winter
25,76,5.5,15,1,Spring
20,67,8,16,4,Spring
32,71,7.5,23,2,Summer
29,31,2,8,10,Autumn
31,75,7.5,83,1,Autumn
31,52,7.5,6,6,Autumn
38,35,2,19,8,Spring
-3,85,4.5,86,1,Winter
43,25,4.5,12,8,Autumn
22,65,6,26,3,Summer
25,76,9.5,12,1,Spring
33,65,13.5,84,2,Autumn
33,65,6,3,7,Spring
20,78,26,79,14,Autumn
23,36,5.5,3,5,Autumn
-8,65,2.5,72,0,Winter
3,88,7,51,1,Winter
34,62,6.5,14,8,Spring
-3,65,6,52,0,Winter
3,62,7,58,0,Winter
26,60,7.5,50,1,Spring
-1,78,13,83,0,Winter
14,82,18,83,10,Autumn
39,37,3,4,6,Winter
-15,79,13.5,36,4,Autumn
14,80,17,76,0,Winter
31,74,13,36,3,Winter
34,98,17,56,3,Spring
43,41,1,0,6,Spring
2,68,7,52,0,Winter
11,61,4,22,4,Winter
40,51,6.5,13,5,Winter
0,94,9,53,0,Winter
10,74,1,22,4,Autumn
41,69,8.5,20,0,Spring
14,62,8,86,2,Summer
-6,90,5.5,88,0,Winter
31,71,6,24,4,Spring
13,69,8.5,69,3,Winter
38,44,1.5,19,10,Winter
24,72,15,11,3,Spring
-13,97,26,91,11,Winter
14,76,28.5,107,6,Autumn
16,61,4.5,34,2,Autumn
19,61,7,20,2,Winter
17,60,10,32,3,Summer
11,57,10.5,48,1,Winter
24,73,9.5,37,1,Spring
37,36,7.5,19,8,Spring
30,42,3,19,11,Summer
4,96,16,98,14,Winter
55,105,14,81,10,Spring
15,84,18,79,1,Autumn
92,96,15,72,14,Spring
20,52,3.5,5,11,Winter
-1,92,9,81,1,Winter
-7,88,2.5,62,0,Winter
-16,86,12.5,109,12,Winter
-15,41,5.5,34,11,Winter
22,50,10,47,2,Autumn
52,76,21,89,14,Spring
14,67,14.5,91,3,Summer
3,84,7.5,57,1,Winter
43,44,10,16,8,Summer
-10,93,14.5,52,1,Winter
32,74,18,53,0,Summer
-9,60,13,86,1,Winter
33,62,5,46,1,Autumn
4,86,6,54,1,Winter
20,64,8.5,4,5,Winter
-5,86,19,70,1,Winter
-10,74,10.5,86,1,Winter
15,69,10.5,21,1,Spring
29,37,0.5,11,6,Spring
68,96,33.5,79,8,Summer
-12,43,15,84,8,Summer
22,57,7.5,14,4,Winter
21,92,5,73,2,Spring
25,65,18,72,1,Summer
63,94,20.5,109,11,Spring
17,65,12,42,2,Spring
24,67,14.5,29,3,Winter
40,72,22.5,98,10,Summer
37,29,6,17,5,Winter
34,35,8,11,11,Winter
11,51,3.5,48,1,Winter
28,72,14,73,1,Summer
-1,63,2,92,0,Winter
41,43,8,0,8,Winter
22,33,0.5,76,8,Spring
24,87,10.5,80,2,Winter
2,78,5.5,71,0,Winter
33,53,3,13,8,Summer
38,56,2.5,9,5,Spring
28,88,14.5,73,10,Summer
16,80,9.5,63,3,Winter
2,92,6.5,67,0,Winter
8,30,10.5,39,14,Winter
36,107,12,86,8,Spring
19,77,13,99,6,Spring
-1,67,10.5,63,1,Winter
10,60,0.5,43,4,Spring
60,106,21.5,101,10,Autumn
42,51,5.5,5,11,Autumn
24,36,4,13,9,Spring
27,99,14.5,86,1,Spring
21,45,7,10,6,Winter
8,27,1.5,15,0,Winter
40,69,3,7,5,Spring
30,49,7,0,11,Spring
17,98,23,108,3,Winter
0,96,6.5,73,0,Winter
-9,96,0.5,50,0,Winter
-10,64,16.5,95,0,Winter
15,65,6.5,23,2,Spring
20,20,5.5,15,7,Summer
41,30,5,0,11,Winter
0,53,8.5,80,4,Autumn
-2,84,3,86,0,Winter
41,60,3,57,14,Winter
18,79,11.5,60,1,Autumn
11,92,7.5,58,2,Spring
20,71,14,77,3,Winter
39,56,9,6,5,Winter
23,82,16,72,2,Summer
29,43,8,16,10,Summer
48,39,7.5,99,2,Winter
11,94,11.5,58,2,Winter
3,66,16,62,1,Winter
32,60,7,34,2,Autumn
38,53,8.5,15,7,Spring
22,53,5,19,1,Spring
43,56,8.5,3,11,Summer
-3,88,16.5,86,0,Winter
25,67,7,12,11,Spring
15,69,13,40,2,Spring
16,74,5,49,1,Autumn
-1,66,4,96,0,Winter
16,75,1.5,19,2,Summer
52,91,21,94,9,Winter
-4,70,2.5,88,0,Winter
29,28,7.5,15,11,Autumn
-10,67,15,92,0,Winter
0,81,8,91,1,Winter
48,70,3.5,52,9,Winter
32,44,2,9,6,Spring
15,77,2.5,41,1,Summer
-6,67,5.5,81,0,Winter
26,64,1.5,19,10,Summer
21,60,14,88,2,Winter
-15,63,3.5,55,8,Spring
16,60,19.5,83,3,Autumn
22,64,2.5,3,5,Summer
15,59,2.5,30,2,Summer
23,35,6.5,17,11,Autumn
4,73,1,68,1,Winter
20,93,14.5,75,1,Autumn
25,77,12.5,28,4,Winter
11,71,9.5,30,1,Autumn
10,71,1,48,4,Summer
-10,82,16,58,0,Winter
32,66,1.5,8,8,Autumn
43,46,2,6,5,Winter
-8,74,19.5,64,1,Winter
-15,91,20.5,90,8,Winter
30,46,4.5,14,6,Summer
23,67,10.5,36,3,Summer
14,97,18.5,91,3,Winter
12,72,20,101,8,Winter
-10,73,9,78,0,Winter
27,66,6,67,0,Spring
43,37,7.5,97,3,Spring
14,91,5,64,0,Summer
28,95,13.5,78,3,Autumn
55,85,20.5,77,13,Spring
16,52,12,11,3,Summer
50,92,13,101,13,Autumn
23,94,17,79,13,Autumn
38,47,6,16,7,Spring
-10,76,16,99,0,Winter
13,75,14,81,3,Summer
29,56,10,19,3,Summer
15,93,6,68,3,Autumn
17,108,7.5,79,3,Summer
-8,98,12.5,73,0,Winter
4,78,4.5,95,1,Winter
24,60,11.5,72,3,Spring
32,59,9,27,2,Winter
36,50,4.5,14,6,Autumn
14,69,14.5,29,2,Autumn
22,59,1,7,7,Autumn
13,51,10,37,4,Summer
-9,89,17,94,0,Winter
-12,100,18,103,4,Winter
32,56,11,23,4,Spring
-6,89,12.5,78,0,Winter
17,92,20.5,70,14,Autumn
-2,67,13,91,1,Winter
30,78,19,55,3,Spring
37,48,2,16,10,Spring
48,99,38.5,89,9,Autumn
4,91,1.5,97,0,Winter
26,74,12,13,1,Spring
11,78,13.5,36,2,Spring
-5,74,10,40,3,Autumn
-10,60,1.5,98,1,Winter
30,27,7,6,5,Summer
39,70,27,90,10,Summer
31,88,8.5,82,0,Autumn
24,74,12,45,3,Spring
28,58,4.5,4,11,Spring
40,69,8,12,10,Summer
20,35,8.5,4,7,Autumn
10,85,8.5,70,1,Winter
24,22,7,10,8,Autumn
26,57,6,90,4,Autumn
27,78,13.5,31,2,Winter
40,100,23,106,10,Winter
-1,78,17.5,74,1,Winter
-6,76,10.5,56,1,Winter
-6,66,8.5,65,0,Winter
70,92,8,74,7,Summer
40,35,10,15,8,Spring
22,51,5,20,3,Spring
-8,97,10,56,0,Winter
-8,81,3.5,57,0,Winter
44,62,9,19,9,Autumn
4,63,0.5,89,1,Winter
72,94,43.5,104,4,Spring
19,98,15,58,1,Spring
10,63,6.5,19,1,Winter
29,68,8.5,4,6,Autumn
6,79,40,71,2,Winter
24,73,9.5,28,4,Spring
24,94,11.5,64,3,Winter
1,72,2.5,75,0,Winter
40,62,7,3,7,Autumn
21,103,31,106,4,Summer
2,108,33,76,9,Winter
15,95,12.5,55,2,Autumn
0,89,16.5,72,1,Winter
28,94,5,90,0,Summer
11,87,8,67,2,Autumn
14,79,8.5,40,2,Summer
6,99,3,108,9,Winter
-8,92,18.5,74,0,Winter
18,51,8,24,4,Autumn
2,96,15,65,1,Winter
32,57,7.5,16,5,Spring
73,75,16.5,97,7,Spring
30,67,9.5,23,4,Spring
30,88,11.5,71,1,Summer
18,67,13.5,48,4,Winter
1,62,5,56,1,Winter
16,78,9,51,0,Winter
-9,98,12,68,1,Winter
-19,68,2.5,54,0,Summer
38,28,1,5,5,Spring
12,68,8,38,14,Winter
28,47,7,11,6,Summer
-2,83,12,86,1,Winter
30,51,6,17,9,Summer
48,55,12,27,11,Winter
21,85,8,87,3,Winter
-1,70,18,56,0,Winter
12,61,9,74,0,Autumn
33,56,14,37,3,Winter
28,84,15,85,1,Spring
26,33,3,4,8,Spring
15,84,16.5,74,0,Spring
35,78,9,89,8,Autumn
24,93,16.5,78,0,Autumn
0,77,14.5,92,0,Winter
15,43,12.5,17,4,Summer
-3,81,12,97,0,Winter
1,60,1.5,83,0,Winter
23,54,15,45,1,Spring
20,75,11,27,1,Summer
34,56,5,0,11,Spring
20,99,16.5,72,2,Spring
32,75,1.5,32,1,Summer
21,83,7,86,2,Winter
13,75,7,31,3,Winter
2,72,4.5,92,1,Winter
23,57,8.5,47,1,Summer
-10,40,12.5,43,0,Spring
29,28,2.5,3,7,Autumn
2,71,4.5,106,4,Winter
25,70,6,29,4,Summer
16,72,15.5,65,0,Winter
32,21,3.5,3,8,Summer
-9,69,6,76,1,Winter
24,62,6,31,4,Summer
29,96,17.5,54,1,Summer
24,56,8.5,48,4,Autumn
48,39,2.5,53,13,Spring
31,59,7.5,7,7,Spring
29,95,18.5,68,0,Autumn
39,49,2.5,17,10,Spring
33,109,27.5,75,3,Autumn
28,36,9.5,16,8,Summer
21,60,9,48,1,Winter
23,74,7,26,4,Summer
11,36,2,71,14,Autumn
29,73,13.5,18,2,Autumn
27,64,11,39,3,Spring
13,62,15,61,2,Autumn
2,92,1,60,0,Winter
27,60,7,1,9,Summer
24,95,6,87,1,Autumn
24,39,2,10,10,Spring
18,83,17.5,97,3,Spring
-6,70,9,35,4,Summer
36,51,2,14,3,Spring
25,75,4.5,35,2,Summer
47,81,20.5,88,13,Summer
19,67,9,94,0,Winter
13,98,6,103,4,Summer
32,84,23,109,13,Winter
21,22,2.5,7,7,Summer
-5,70,25,70,12,Winter
29,54,8.5,88,3,Spring
24,61,1,31,1,Summer
49,76,24,104,5,Summer
22,85,6.5,94,2,Spring
-4,70,29,101,14,Winter
21,64,7.5,6,10,Summer
52,80,17,71,13,Autumn
23,35,2.5,81,12,Autumn
16,69,8.5,28,3,Winter
23,72,16,89,2,Spring
42,43,8.5,11,5,Spring
21,74,10.5,92,2,Summer
31,55,14,40,4,Summer
15,88,10,74,3,Summer
41,62,3.5,1,10,Summer
20,96,12,82,0,Winter
15,97,12.5,79,0,Spring
-6,73,2.5,86,1,Winter
28,66,13.5,99,0,Autumn
-8,67,14.5,67,0,Winter
30,65,3.5,15,3,Autumn
12,53,6.5,41,3,Autumn
2,87,19,62,0,Winter
16,99,19,72,1,Spring
56,83,42.5,79,3,Winter
32,94,14.5,85,1,Winter
26,63,7.5,68,2,Autumn
26,62,5.5,85,3,Autumn
36,95,6,86,4,Summer
11,72,5.5,10,1,Summer
21,70,11,53,0,Spring
3,81,4,96,3,Winter
48,74,8.5,69,3,Summer
21,26,1,8,8,Winter
12,89,14.5,74,1,Summer
43,40,3,16,7,Spring
-3,52,10,55,3,Spring
-3,66,13.5,85,0,Winter
18,86,6.5,102,11,Winter
77,82,11,94,2,Spring
-5,71,8,94,11,Autumn
25,73,1,40,2,Spring
20,74,2,89,14,Winter
14,77,12.5,62,3,Autumn
0,65,15,63,1,Winter
31,73,24,86,8,Winter
29,49,3,3,11,Summer
13,66,7.5,34,3,Winter
33,26,1.5,8,10,Spring
18,87,16,78,0,Autumn
2,78,23.5,75,14,Winter
16,69,13.5,26,3,Winter
3,63,13,35,9,Summer
23,39,9.5,13,8,Autumn
33,43,1,16,7,Spring
28,65,7,8,7,Summer
0,61,2,57,1,Winter
22,73,17.5,73,3,Autumn
-5,96,20,78,1,Winter
22,78,16.5,95,1,Spring
30,83,19,57,3,Autumn
29,79,18,70,0,Spring
22,75,10,88,3,Summer
14,63,11.5,75,3,Spring
-10,97,19.5,89,13,Winter
42,25,3.5,7,11,Summer
-8,97,3.5,61,0,Winter
-25,105,29,106,1,Winter
27,52,8.5,15,1,Winter
30,39,9.5,6,7,Spring
28,76,13,46,3,Autumn
18,56,13.5,28,13,Winter
11,71,6,96,2,Winter
14,71,36.5,75,2,Summer
-10,79,3,87,0,Winter
-1,80,3,74,1,Winter
11,29,13,77,12,Autumn
30,76,19,70,3,Summer
39,45,3.5,4,10,Spring
39,48,8,16,9,Autumn
17,93,15,88,12,Autumn
-2,65,4.5,69,0,Winter
-1,87,6.5,82,1,Winter
-8,88,14,60,1,Winter
36,49,8,3,9,Winter
32,63,2.5,48,2,Winter
65,87,9,99,9,Autumn
10,99,5.5,92,1,Winter
26,75,6,20,4,Winter
35,22,9.5,7,9,Summer
-2,90,5.5,62,1,Winter
29,79,42,89,1,Winter
25,59,1.5,12,9,Autumn
26,71,36,95,2,Winter
34,63,4,47,3,Spring
32,51,0,28,1,Winter
-7,72,37.5,71,9,Winter
1,89,5,93,0,Winter
21,75,7.5,84,1,Spring
41,60,8.5,3,11,Summer
27,77,12,78,3,Spring
-6,67,12,62,0,Winter
-16,20,3.5,35,6,Summer
27,77,12,82,11,Autumn
27,52,3.5,30,4,Summer
11,67,13.5,43,2,Summer
53,98,35,85,9,Summer
40,38,3.5,4,9,Autumn
20,68,11.5,43,4,Summer
44,67,6.5,12,10,Spring
-15,84,7,76,0,Winter
38,62,9.5,66,8,Autumn
16,85,20,93,0,Winter
33,79,19,82,1,Spring
4,76,6,85,1,Winter
-6,86,2,96,0,Winter
19,67,0,47,2,Summer
-6,74,26.5,107,4,Winter
22,75,16,61,1,Autumn
26,64,9.5,45,4,Summer
-8,82,1.5,77,0,Winter
18,56,5.5,25,1,Winter
-3,70,4,69,0,Winter
10,83,7.5,69,3,Spring
24,78,19.5,96,1,Spring
-2,99,16,95,0,Winter
56,79,11,85,8,Winter
15,90,9.5,71,1,Spring
46,73,16,77,12,Autumn
-6,85,15,89,1,Winter
12,33,10,84,2,Autumn
-1,94,12,92,1,Winter
39,60,3,19,8,Summer
24,94,20,83,4,Winter
3,93,12.5,99,0,Winter
12,70,7,31,2,Autumn
12,97,7.5,95,1,Spring
16,94,12.5,86,0,Winter
16,93,12.5,97,2,Autumn
63,72,22,75,1,Winter
66,92,11.5,87,2,Spring
23,34,6.5,8,10,Winter
-7,71,14.5,36,8,Summer
14,53,2,30,1,Autumn
42,87,7,99,12,Summer
29,77,12,46,3,Spring
4,98,19.5,97,0,Winter
34,76,5.5,66,3,Winter
30,64,17.5,90,1,Spring
-3,96,10,54,1,Winter
30,27,0.5,11,11,Winter
40,59,2,17,9,Spring
3,97,14,83,0,Winter
-5,86,10.5,92,0,Winter
2,98,13.5,54,1,Winter
-19,36,11,70,0,Winter
18,77,12.5,35,2,Summer
24,95,9,65,3,Spring
31,73,9,89,3,Autumn
44,106,22,77,7,Summer
37,77,17,98,4,Autumn
36,78,13,77,5,Autumn
-5,92,13,74,8,Winter
3,75,18,99,1,Winter
34,85,19,57,2,Winter
22,71,10.5,35,1,Spring
21,22,5,7,9,Autumn
21,71,13,40,3,Winter
1,86,19.5,77,1,Winter
28,57,3.5,45,4,Winter
20,40,7.5,6,11,Winter
37,52,8,14,9,Autumn
26,83,15,67,1,Summer
7,21,2.5,72,12,Autumn
37,38,13.5,93,10,Spring
36,66,8.5,8,10,Autumn
24,91,15.5,89,0,Winter
33,88,15,98,3,Winter
24,74,13.5,80,0,Autumn
32,52,7.5,19,10,Autumn
35,26,3,15,5,Autumn
35,57,6,19,10,Autumn
19,102,9,96,2,Winter
42,50,13,80,3,Summer
20,40,4,27,3,Winter
31,69,19,70,0,Autumn
16,62,7.5,74,3,Spring
41,24,0.5,2,11,Winter
19,77,11,13,4,Summer
12,67,6,29,2,Summer
31,55,11,93,2,Winter
29,67,8,15,6,Summer
13,72,11.5,28,3,Spring
-16,76,7,27,9,Autumn
19,92,17,99,1,Autumn
-8,96,6.5,52,1,Winter
24,74,5.5,73,11,Winter
-5,66,18.5,92,0,Winter
44,53,8.5,18,5,Autumn
27,53,13.5,17,4,Autumn
21,51,4,3,11,Autumn
22,82,12.5,55,2,Summer
19,27,12,40,12,Winter
18,63,14.5,98,2,Autumn
26,55,1,14,5,Spring
-3,72,4,77,1,Winter
-3,83,10.5,89,1,Winter
29,78,15,28,1,Summer
20,58,7,30,3,Spring
21,42,6,13,8,Summer
28,81,18.5,91,3,Winter
-2,61,7.5,95,10,Autumn
20,38,1.5,0,5,Spring
11,79,16.5,101,11,Spring
70,103,5.5,93,1,Winter
17,94,18,92,2,Autumn
19,99,12.5,88,2,Winter
25,30,2.5,12,9,Spring
24,74,9.5,14,2,Summer
27,81,7.5,71,5,Spring
24,70,5,41,1,Autumn
33,83,18,75,0,Summer
11,53,4.5,35,2,Winter
14,96,19,78,0,Spring
34,91,18,78,3,Spring
32,75,9.5,15,2,Spring
30,57,14.5,18,3,Winter
23,94,27.5,91,2,Spring
16,24,9.5,14,14,Spring
-1,107,14.5,86,13,Winter
28,77,16.5,78,6,Spring
44,86,2.5,102,2,Spring
30,69,16.5,84,1,Autumn
19,68,10.5,56,0,Winter
33,25,7,20,10,Spring
-7,98,20,52,1,Winter
27,51,3,11,7,Autumn
1,62,12,77,13,Autumn
33,64,2.5,13,2,Summer
-18,49,9,87,2,Summer
-9,35,2.5,71,9,Autumn
-1,63,13.5,92,1,Winter
42,46,4,18,5,Summer
0,76,3.5,63,11,Spring
26,58,9,32,3,Winter
0,89,15,96,1,Winter
33,40,8.5,15,10,Spring
44,65,1,16,10,Winter
30,96,7.5,73,0,Autumn
11,71,9,86,2,Autumn
26,98,17,73,2,Spring
42,66,8.5,3,6,Spring
11,61,10.5,40,1,Winter
33,70,3,10,2,Autumn
-4,76,16.5,78,0,Winter
5,101,38,75,4,Winter
20,55,4.5,21,4,Summer
14,67,2,47,3,Autumn
-7,62,1,59,0,Winter
14,66,10,41,1,Autumn
-2,86,2,58,0,Winter
28,59,2.5,36,1,Summer
25,69,4,21,1,Autumn
36,48,1,18,6,Winter
23,79,7.5,61,1,Autumn
-17,65,3.5,72,5,Summer
11,65,12.5,45,3,Summer
-10,67,7.5,57,0,Winter
24,70,6,43,1,Summer
41,22,2,8,7,Spring
-3,83,11.5,58,0,Winter
27,78,7.5,44,2,Winter
18,96,13,55,2,Autumn
34,69,8,16,9,Winter
40,46,1.5,0,10,Winter
-7,96,4,65,1,Winter
41,43,4,63,12,Winter
-1,79,4,98,13,Spring
19,91,6.5,74,3,Spring
-7,75,17,52,1,Winter
3,72,12.5,61,0,Winter
2,89,0,80,1,Winter
3,98,13,95,0,Winter
33,48,7.5,5,8,Summer
22,87,18.5,54,1,Winter
-5,61,10.5,70,0,Winter
14,65,16,95,1,Autumn
29,25,6.5,14,5,Autumn
22,99,18.5,82,0,Summer
35,55,9,7,5,Spring
32,26,1,14,7,Summer
-6,86,3.5,52,1,Winter
-7,69,4,89,1,Winter
12,59,7,25,2,Winter
11,93,23.5,92,14,Winter
-10,80,12,51,0,Winter
-3,83,13,77,1,Winter
41,32,7,77,7,Summer
15,70,11,61,2,Autumn
29,66,9.5,27,2,Winter
34,67,8,0,7,Autumn
32,51,8,0,5,Spring
-12,61,8.5,71,2,Spring
-6,68,8.5,69,0,Winter
-2,89,13,97,0,Winter
1,98,9,64,1,Winter
33,84,12.5,65,1,Spring
24,55,14.5,40,2,Autumn
17,60,2.5,48,4,Spring
21,25,5.5,6,5,Winter
2,76,17,58,0,Winter
-8,96,15.5,52,0,Winter
-3,60,9.5,93,0,Winter
41,58,6.5,16,5,Summer
26,71,14,17,3,Autumn
20,63,3.5,19,9,Autumn
23,59,9.5,18,1,Winter
35,27,6.5,13,6,Spring
34,73,3.5,40,2,Winter
18,65,13.5,17,3,Summer
12,60,15.5,57,2,Summer
44,29,8,0,11,Summer
11,92,10,71,0,Autumn
10,31,4.5,30,13,Autumn
18,83,10.5,66,0,Winter
27,75,16,95,0,Summer
28,56,6,24,2,Winter
22,55,0.5,8,11,Summer
10,52,2,35,4,Autumn
-1,85,3,94,1,Winter
22,38,2,2,9,Spring
44,26,4,6,11,Summer
18,93,17.5,53,1,Summer
23,37,7.5,8,5,Autumn
31,70,6,40,1,Winter
-8,97,3,74,0,Winter
11,39,14.5,29,9,Autumn
11,60,17,99,2,Spring
50,73,10.5,72,10,Summer
26,61,16.5,68,2,Winter
10,84,31.5,90,8,Autumn
17,72,18.5,55,1,Autumn
3,65,4.5,60,0,Winter
0,87,3.5,61,0,Winter
19,66,17,59,3,Spring
41,69,6.5,6,11,Winter
-8,86,17.5,87,1,Winter
-2,68,10,51,1,Winter
36,65,9.5,3,11,Autumn
36,72,27.5,85,1,Winter
25,32,1,19,7,Winter
33,64,2.5,15,9,Spring
-4,79,6,60,0,Winter
-3,70,7,82,1,Winter
17,79,2.5,28,2,Spring
27,27,8,10,9,Spring
2,91,4.5,50,0,Winter
-5,70,9.5,71,1,Winter
19,98,41.5,81,12,Summer
42,42,6,10,7,Autumn
33,63,11.5,42,2,Autumn
1,85,8.5,73,1,Winter
-5,65,14,75,1,Winter
41,79,7.5,104,12,Summer
-5,88,4.5,98,0,Winter
15,54,3.5,27,2,Spring
25,61,3.5,28,1,Winter
45,31,11,12,10,Winter
28,93,12,93,2,Spring
28,62,10.5,16,4,Autumn
25,76,13.5,92,1,Winter
32,80,15.5,96,0,Autumn
-2,87,3.5,90,0,Winter
85,107,6,95,13,Spring
25,66,3,2,7,Summer
43,47,6,8,11,Spring
25,73,4.5,19,3,Autumn
27,63,18.5,93,3,Summer
22,54,0.5,15,7,Autumn
15,51,3.5,47,2,Winter
16,79,10,54,0,Summer
-6,70,18.5,83,0,Winter
-6,98,14,72,0,Winter
19,81,19,95,12,Winter
21,68,17.5,64,1,Spring
18,65,0.5,14,3,Winter
2,75,7.5,105,10,Winter
23,60,13,73,1,Summer
23,61,16,83,2,Summer
1,94,2.5,80,4,Winter
38,33,9.5,3,10,Autumn
2,95,4,54,0,Winter
-9,43,10,20,13,Winter
34,95,9.5,56,1,Winter
13,64,13,30,2,Summer
0,84,13,101,7,Winter
32,88,14.5,62,1,Winter
36,53,3.5,17,9,Autumn
-17,69,5.5,91,2,Spring
-22,96,37,84,10,Winter
2,77,7,77,0,Winter
29,66,6.5,2,8,Winter
28,78,19.5,73,3,Summer
-20,28,11,77,13,Spring
-9,74,19.5,91,1,Winter
24,23,9.5,34,5,Spring
2,91,0.5,90,1,Winter
15,98,19.5,57,3,Autumn
29,89,17.5,93,1,Summer
17,63,4.5,44,3,Spring
20,69,13.5,34,4,Summer
-3,99,6.5,63,1,Winter
16,64,8.5,66,2,Winter
-10,82,7,54,0,Winter
25,76,11,15,2,Autumn
25,75,15,52,1,Summer
17,76,18,69,2,Autumn
0,66,17,72,0,Winter
17,71,3,74,13,Autumn
3,67,15,96,0,Winter
-9,65,14,82,0,Winter
20,62,6,1,7,Autumn
24,69,2.5,18,5,Summer
2,97,11.5,77,1,Winter
-15,102,30,73,11,Winter
-6,68,4.5,71,0,Winter
29,87,10,50,1,Spring
25,71,9,46,1,Autumn
40,64,6,15,7,Winter
41,25,4.5,2,6,Spring
12,82,1,75,14,Summer
23,54,14.5,30,3,Summer
27,71,12,38,2,Summer
-5,88,9.5,94,1,Winter
23,91,15,69,1,Winter
23,62,8.5,3,5,Summer
14,66,10.5,17,2,Autumn
30,85,11,97,1,Summer
20,73,11,24,3,Summer
31,54,3.5,4,8,Autumn
20,39,3.5,5,11,Autumn
19,71,35,76,6,Spring
13,54,8,16,2,Spring
28,55,10,37,1,Autumn
32,61,10.5,44,4,Winter
62,94,15,91,12,Spring
44,70,13,95,13,Autumn
24,30,9.5,5,11,Spring
11,84,20,80,0,Summer
-5,63,9.5,87,1,Winter
16,56,14.5,23,3,Winter
30,77,15,93,0,Autumn
13,80,15.5,94,2,Spring
22,82,6,58,3,Summer
